id,topic,text,label,essay_id
,Learner Corpus (Non-Native),"More often too, they not renewable. After its use we cannot replace them. In conclusion, plastic bags should be banned as its disadvantages outweigh the advantages and also cause more harm than good to human lives and our environment. UGCD-10 Plastics have become an entrenched part of our lives since their introduction in the 50s. Plastics are used for constructional purposes, manufacturing of electronic products, equipment, furniture and bags. The usage and disposal of plastic bags are a matter of great controversy with countries such as Rwanda banning the use of the plastic bags in 2008. The negative effects plastic bags outnumber the positive effects and hence should be banned. Plastic bags have an adverse effect on both terrestrial and aquatic bodies. From the United Nations (UN) environment document reposition, 1 to 5 trillion plastic bags are produced annually with less than 5% of the amount being recycled. The rest of the plastic bags produced are either dumped at landfills where they decompose or are incinerated, releasing toxic chemicals into the environment.",non-native,130
47.0,Impact of colonization on indigenous cultures,"In recent years, the discussion surrounding Impact of colonization on indigenous cultures has gained significant momentum. Advancements in technology have drastically altered the landscape of Impact of colonization on indigenous cultures. While some argue that Impact of colonization on indigenous cultures brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes Impact of colonization on indigenous cultures one of the most debated subjects of our time. As we look ahead, the lessons learned from Impact of colonization on indigenous cultures will be vital for sustainable global development.",ai,47
,Native Professional/Academic Essay,"April 2009 _Inc_ recently asked me who I thought were the 5 most interesting startup founders of the last 30 years. How do you decide who's the most interesting? The best test seemed to be influence: who are the 5 who've influenced me most? Who do I use as examples when I'm talking to companies we fund? Who do I find myself quoting? **1\. Steve Jobs** I'd guess Steve is the most influential founder not just for me but for most people you could ask. A lot of startup culture is Apple culture. He was the original young founder. And while the concept of ""insanely great"" already existed in the arts, it was a novel idea to introduce into a company in the 1980s. More remarkable still, he's stayed interesting for 30 years. People await new Apple products the way they'd await new books by a popular novelist. Steve may not literally design them, but they wouldn't happen if he weren't CEO. Steve is clever and driven, but so are a lot of people in the Valley. What makes him unique is his [sense of design](taste.html). Before him, most companies treated design as a frivolous extra. Apple's competitors now know better. **2\. TJ Rodgers** TJ Rodgers isn't as famous as Steve Jobs, but he may be the best writer among Silicon Valley CEOs. I've probably learned more from him about the startup way of thinking than from anyone else. Not so much from specific things he's written as by reconstructing",native,220
,Learner Corpus (Non-Native),"Furthermore, plastic bags destroy the ecosystem. Plastic bags pose a high risk of danger to the ecosystem right from its production to throughout its lifespan. The production of plastic releases dangerous chemicals into the atmosphere and since they cannot be easily recycled, burning them also releases harmful gases into the air. This leads to pollution of the air and the greenhouse effect which may have negative effects on plant and animal life. Moreover, plastic bags destroy the soil. Plastics are made of very harmful chemicals. Worldwide, plastic bags are not disposed of properly. Because of their lightness they may get stuck in the soil and as time goes on, harmful chemicals from the plastic are released into the soil. This causes the soil to become infertile making it unfavourable for plant growth and in the long run affect food production and harming human lives. Organisms within the soil are also killed.",non-native,155
,Learner Corpus (Non-Native),"First and foremost, plastic has been a major cause of land and water pollution. Water bodies as well as land has been a source of survival for man and a means of transportation and shelter. However, some activities such as burning and dumping of plastic has been one of the major causes of making these waters and lands unsafe for living and interbreeding by some organisms. Marine animals mistaken plastic bags as food and when taken clogs their intestine and leads to slow starvation. Measures must be put in place to ensure the rejection of the use of plastic bags and adopt other forms of wrappers. To continue, chemicals released by plastic bags enter the soil and destroys it's fertility. Plastic bags are non-biodegradable but are rather photodegrade thus, breaking into more smaller toxic bits. As it breaks down, plastic particles contaminate the soil and enter the food web when animals ingest them.",non-native,143
,Native Professional/Academic Essay,"July 2020 One of the most revealing ways to classify people is by the degree and aggressiveness of their conformism. Imagine a Cartesian coordinate system whose horizontal axis runs from conventional-minded on the left to independent-minded on the right, and whose vertical axis runs from passive at the bottom to aggressive at the top. The resulting four quadrants define four types of people. Starting in the upper left and going counter-clockwise: aggressively conventional-minded, passively conventional-minded, passively independent-minded, and aggressively independent-minded. I think that you'll find all four types in most societies, and that which quadrant people fall into depends more on their own personality than the beliefs prevalent in their society. [1] Young children offer some of the best evidence for both points. Anyone who's been to primary school has seen the four types, and the fact that school rules are so arbitrary is strong evidence that which quadrant people fall into depends more on them than the rules. The kids in the upper left quadrant, the aggressively conventional-minded ones, are the tattletales. They believe not only that rules must be obeyed, but that those who disobey them must be punished. The kids in the lower left quadrant, the passively conventional-minded, are the sheep. They're careful to obey the rules, but when other kids break them, their impulse is to worry that those kids will be punished, not to ensure that they will. The kids in the lower right quadrant, the passively independent-minded, are the dreamy ones. They don't care",native,265
,Native Professional/Academic Essay,"January 2015 My father is a mathematician. For most of my childhood he worked for Westinghouse, modelling nuclear reactors. He was one of those lucky people who know early on what they want to do. When you talk to him about his childhood, there's a clear watershed at about age 12, when he ""got interested in maths."" He grew up in the small Welsh seacoast town of [Pwllheli](https://goo.gl/maps/rkzUm). As we retraced his walk to school on Google Street View, he said that it had been nice growing up in the country. ""Didn't it get boring when you got to be about 15?"" I asked. ""No,"" he said, ""by then I was interested in maths."" In another conversation he told me that what he really liked was solving problems. To me the exercises at the end of each chapter in a math textbook represent work, or at best a way to reinforce what you learned in that chapter. To him the problems were the reward. The text of each chapter was just some advice about solving them. He said that as soon as he got a new textbook he'd immediately work out all the problems — to the slight annoyance of his teacher, since the class was supposed to work through the book gradually. Few people know so early or so certainly what they want to work on. But talking to my father reminded me of a heuristic the rest of us can use. If something that seems like work to",native,252
,Native Professional/Academic Essay,"July 2007 An investor wants to give you money for a certain percentage of your startup. Should you take it? You're about to hire your first employee. How much stock should you give him? These are some of the hardest questions founders face. And yet both have the same answer: 1/(1 - n) Whenever you're trading stock in your company for anything, whether it's money or an employee or a deal with another company, the test for whether to do it is the same. You should give up n% of your company if what you trade it for improves your average outcome enough that the (100 - n)% you have left is worth more than the whole company was before. For example, if an investor wants to buy half your company, how much does that investment have to improve your average outcome for you to break even? Obviously it has to double: if you trade half your company for something that more than doubles the company's average outcome, you're net ahead. You have half as big a share of something worth more than twice as much. In the general case, if n is the fraction of the company you're giving up, the deal is a good one if it makes the company worth more than 1/(1 - n). For example, suppose Y Combinator offers to fund you in return for 7% of your company. In this case, n is .07 and 1/(1 - n) is 1.075. So you should take Student S20230055500 has contributed the research for this section.",native,279
,Learner Corpus (Non-Native),"Secondly, plastic bags have been known to cause a lot of environmental damage. Research has shown that a single plastic bag can take up to thousand years before it decays completely. Due to this, the bags stay in the soil for a long period. This affects the nutrients in the soil since the plastic bags contain harmful substances and could lead to soil infertility which affects the growth of plants. Also, plastic bags produce toxic fumes when they are burnt. This leads to environmental pollution and greatly affect the environment. The third disadvantage of plastic bags which is effects on climate change is a concrete reason to ban the use of plastic bags. Since plastic bags cannot decompose, the only way to clear them off is to burn them up. Burning of plastic bags can release toxic fumes into the air, which air pollution to much higher levels. When the plastic bags are burnt, they leave lasting changes and those changes have negative effects on the climate.",non-native,196
62.0,The psychology of consumerism,"In recent years, the discussion surrounding The psychology of consumerism has gained significant momentum. Advancements in technology have drastically altered the landscape of The psychology of consumerism. While some argue that The psychology of consumerism brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes The psychology of consumerism one of the most debated subjects of our time. Ultimately, the evolution of The psychology of consumerism serves as a testament to human ingenuity and the constant drive for improvement.",ai,62
39.0,Impact of the American Civil War on civil rights,"The exploration of Impact of the American Civil War on civil rights has become a cornerstone of contemporary academic discourse. Advancements in technology have drastically altered the landscape of Impact of the American Civil War on civil rights. While some argue that Impact of the American Civil War on civil rights brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes Impact of the American Civil War on civil rights one of the most debated subjects of our time. As we look ahead, the lessons learned from Impact of the American Civil War on civil rights will be vital for sustainable global development.",ai,39
,Learner Corpus (Non-Native),"It also gets trapped in the digestive tract of the fishes that mistaken them for food. But the highly vulnerable ones lose their lives and the surviving ones transfer whatever they carry. Over centuries, all living creatures have depended on water for survival. It will interest you to know how these bags have had a negative impact on the groundwater we use as a universal solvent (mineral water). When rain water and other water sources become contaminated by these bags, they wash down and sip to affect ground water. If this useful but harmful product is not banned, we as a third world country with little income will be impeded by a water contaminated pandemic. Finally, the cost of plastic waste management is substantial and detrimental to economic growth and our national coffers. So, the ban of plastic bag will be beneficial in spite of the loss of jobs and income to some people in the country and the world.",non-native,147
,Learner Corpus (Non-Native),"Exposure to these chemicals is linked to cancer, brain defects, impaired immunity, and other health complications. Moreover, plastic bags need to be banned because they are materials that cannot biodegrade. Plastic cannot decompose; it breaks down into smaller pieces. Humans discard more than half of the five trillion plastic bags produced. Only one percent gets recycled. The rest ends up in landfills, is burned, or becomes litter. In conclusion, this essay has undoubtedly stated reasons why plastic bags should be banned. And alternatives to plastic bags should be encouraged such as cotton bags, paper bags, and cardboard boxes. And also, people need to be educated on the adverse effects of plastic bags in our environment. UGCD-22 In today’s society life without plastic is nearly impossible. We depend on it for our basic needs. Plastic is a material that is used for some items such as; bags, bottles, tables and chairs.",non-native,165
69.0,The role of non-profit organizations in society,"In recent years, the discussion surrounding The role of non-profit organizations in society has gained significant momentum. Advancements in technology have drastically altered the landscape of The role of non-profit organizations in society. While some argue that The role of non-profit organizations in society brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes The role of non-profit organizations in society one of the most debated subjects of our time. Ultimately, the evolution of The role of non-profit organizations in society serves as a testament to human ingenuity and the constant drive for improvement.",ai,69
,Learner Corpus (Non-Native),"When they are burnt they kill the microorganisms in the soil that play a role in decomposing organic matter , recycling nutrients and fertilising the soil for the development of healthy soil structure. Plastic bags are harmful to terrestrial and aquatic lives hence it should be banned. Terrestrial animals like goat, cow and sheep’s during feeding pick up plastic bags plastic bags take a long time to decompose they become harmful to these lives once they enter the digestive system of these terrestrial lives. The plastic bags also makes the animals feel full and starve to death. These animals suffer intestinal obstruction with leads to a slow and painful death. Plastic bags found along the shores has reduced turtle production hence should be banned. Another reason why plastic bags should be banned is that it prevents run off water from draining .When this happen, during a heavy rainfall the water cannot flow as it should because plastic bags get chocked at a place stops water from flowing. The submission was logged from IP address 203.0.113.50 at the time of upload.",non-native,125
,Learner Corpus (Non-Native),"Research conducted by the United Kingdom environment agency in 2011 states that, ""It takes more than four times as much energy to manufacture a paper bag as it does to manufacture a plastic bag"". To produce paper bags, forest trees are felled, cut and heated under pressure at high temperatures. This process harms the environment as trees are felled and toxic chemicals that cause air pollution and water pollution are used. Plastic bags, however, are produced from the waste product of oil refining. In conclusion, it can be observed that both plastic bags and alternatives are harmful to the environment although the harm caused by plastic bags is significantly greater as such plastic bags should be banned. UGCD-11 How many plastic bags are being used around the world this very minute? It is obvious you don’t instantly know the answer but just keep the thought for a while. Plastic bag, a seemingly simple invention by the Swedish engineer Sten Gustaf Thulin in the 1960s has now become a completely ubiquitous product.",non-native,132
68.0,The significance of the Rosetta Stone,"To understand the current state of our world, one must examine the nuances of The significance of the Rosetta Stone. Historically, The significance of the Rosetta Stone has been influenced by a variety of social and economic factors. Observers note that the integration of The significance of the Rosetta Stone into daily life has changed how we perceive progress. Furthermore, the ethical considerations of The significance of the Rosetta Stone cannot be ignored in the pursuit of innovation. As we look ahead, the lessons learned from The significance of the Rosetta Stone will be vital for sustainable global development.",ai,68
,Native Professional/Academic Essay,"January 2007 _(Foreword to Jessica Livingston's[Founders at Work](http://www.amazon.com/gp/product/1590597141).)_ Apparently sprinters reach their highest speed right out of the blocks, and spend the rest of the race slowing down. The winners slow down the least. It's that way with most startups too. The earliest phase is usually the most productive. That's when they have the really big ideas. Imagine what Apple was like when 100% of its employees were either Steve Jobs or Steve Wozniak. The striking thing about this phase is that it's completely different from most people's idea of what business is like. If you looked in people's heads (or stock photo collections) for images representing ""business,"" you'd get images of people dressed up in suits, groups sitting around conference tables looking serious, Powerpoint presentations, people producing thick reports for one another to read. Early stage startups are the exact opposite of this. And yet they're probably the most productive part of the whole economy. Why the disconnect? I think there's a general principle at work here: the less energy people expend on performance, the more they expend on appearances to compensate. More often than not the energy they expend on seeming impressive makes their actual performance worse. A few years ago I read an article in which a car magazine modified the ""sports"" model of some production car to get the fastest possible standing quarter mile. You know how they did it? They cut off all the crap the manufacturer had bolted onto the car to make it",native,257
,Learner Corpus (Non-Native),"Furthermore, if the liquids flowing in these gutters are impeded from moving freely, they become stagnant, transforming into breeding grounds for harmful insects like mosquitoes. Individuals residing near these gutters, which, due to plastic bag accumulation, become breeding sites for harmful insects, consequently face significant health risks. For example, if young individuals are exposed to drainage systems that are clogged by plastic bags, leading to stagnation, mosquitoes will inevitably proliferate there, rendering these young people susceptible to malaria. Moreover, this not only threatens the health of these young individuals but also poses a threat to the national economy, as affected individuals will require time off work if diagnosed with malaria. Consequently, this leads to reduced productivity, thereby destabilizing the nation's economy. In conclusion, although the widespread use of plastic bags poses a significant threat to society, the issue remains largely overlooked and underestimated.",non-native,107
,Learner Corpus (Non-Native),"Should plastic bags be banned, we must understand that mere ban can never help to sort the hazardous effects of it but the introduction of its substitute will do. UGCD-23 Plastic bags are the most common form of packaging. Plastic bags are made from crude oil. Plastic bags are lightweight, water ̵ resistant, and very durable. The uttermost advantage of plastic bags has made them very popular all aspect of life, making them the equivalence of waste. In recent times, there has been the realization that plastic bags are very detrimental to our environment. It is difficult to get rid of them because plastic bags do not biodegrade. The adverse impacts of plastic bags are undeniable hence they should be banned. One of the reasons why plastic bags should be banned is because they cause a lot of environmental damage. Plastic bag waste poses serious environmental problems in most countries.",non-native,169
45.0,The future of personalized medicine,"The exploration of The future of personalized medicine has become a cornerstone of contemporary academic discourse. Advancements in technology have drastically altered the landscape of The future of personalized medicine. While some argue that The future of personalized medicine brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes The future of personalized medicine one of the most debated subjects of our time. Ultimately, the evolution of The future of personalized medicine serves as a testament to human ingenuity and the constant drive for improvement.",ai,45
,Learner Corpus (Non-Native),"Hence, when the plastic bags are not disposed of properly and are left anywhere on the surface of the earth they may end up in water bodies and the atmosphere since they are light in weight. When they are burnt, they release a lot of greenhouse gases into the environment which destroys the Ozone Layer and leads to Global Warming. Secondly, plastic bags can easily be replaced. Plastic bags can be replaced with bags made from organic materials such as paper and cloth which decay easily and are reusable. It would be better to use a material which is environmentally friendly as compared to making ones that cause damage to the environment considering they both serve the same purposes. Therefore, instead of the plastic bags, paper bags can be made to serve the same purpose at a lower cost as well as reduce pollution. Also, plastic bags have a lot of effect our water bodies on.",non-native,189
59.0,The significance of the digital divide,"In recent years, the discussion surrounding The significance of the digital divide has gained significant momentum. Historically, The significance of the digital divide has been influenced by a variety of social and economic factors. Observers note that the integration of The significance of the digital divide into daily life has changed how we perceive progress. Furthermore, the ethical considerations of The significance of the digital divide cannot be ignored in the pursuit of innovation. As we look ahead, the lessons learned from The significance of the digital divide will be vital for sustainable global development.",ai,59
,Learner Corpus (Non-Native),"These chemicals when inhaled into the human body can cause diseases such as lung cancer and birth defects. Also, direct contact of plastic bags with food products can lead to the transmission of these toxic chemicals into the food product and contaminate it. Hence, large dosage of these harmful chemicals into the human body can be highly detrimental to the human health and may lead to death. Furthermore, plastic bags contribute to climate change is a reason it should be banned. The production of plastic bags emits different kinds of chemicals and gases into the atmosphere. These chemicals and gases emitted contribute to global warming which result in climate change. The climate change may lead to water bodies drying up, extinction of wildlife, drought, death of animals and plant species, bush fires and destruction of food chain. Therefore, plastic bags may cause the environment not to be a safer place to live in.",non-native,177
,Native Professional/Academic Essay,"**Want to start a startup?** Get funded by [Y Combinator](http://ycombinator.com/apply.html). August 2010 When I went to work for Yahoo after they bought our startup in 1998, it felt like the center of the world. It was supposed to be the next big thing. It was supposed to be what Google turned out to be. What went wrong? The problems that hosed Yahoo go back a long time, practically to the beginning of the company. They were already very visible when I got there in 1998. Yahoo had two problems Google didn't: easy money, and ambivalence about being a technology company. **Money** The first time I met Jerry Yang, we thought we were meeting for different reasons. He thought we were meeting so he could check us out in person before buying us. I thought we were meeting so we could show him our new technology, Revenue Loop. It was a way of sorting shopping search results. Merchants bid a percentage of sales for traffic, but the results were sorted not by the bid but by the bid times the average amount a user would buy. It was like the algorithm Google uses now to sort ads, but this was in the spring of 1998, before Google was founded. Revenue Loop was the optimal sort for shopping search, in the sense that it sorted in order of how much money Yahoo would make from each link. But it wasn't just optimal in that sense. Ranking search results by user behavior also",native,295
,Learner Corpus (Non-Native),"Also, producing plastic bags is energy intensive. According to 1bagatatime.com, about 8 to 10 percent of the global oil supply is used to make plastic and “to produce nine plastic bags, it takes the equivalent energy to drive a car one kilometer”. as stated by greentumble.com. This goes a long way to show that plastic bags are greatly contributing to wastage of energy and climate change and should therefore be banned. Also, plastic bags pollute our environment. All around us, we see plastic bags lying along our roads, choked in our gutters, flying in the air, floating on water bodies and even on our beaches. Most often, plastic bags are not properly disposed and eventually find their way into the soil and water bodies. These plastic bags even though lightweight and small, end up clogging our water bodies and releasing dangerous chemicals which pollutes these water sources. Similarly, these plastic bags also release some toxins into the soil causing land degradation. Student S20230055500 has contributed the research for this section.",non-native,134
12.0,The role of music therapy in mental health,"To understand the current state of our world, one must examine the nuances of The role of music therapy in mental health. Historically, The role of music therapy in mental health has been influenced by a variety of social and economic factors. Observers note that the integration of The role of music therapy in mental health into daily life has changed how we perceive progress. Furthermore, the ethical considerations of The role of music therapy in mental health cannot be ignored in the pursuit of innovation. Ultimately, the evolution of The role of music therapy in mental health serves as a testament to human ingenuity and the constant drive for improvement.",ai,12
,Native Professional/Academic Essay,"December 2020 As I was deciding what to write about next, I was surprised to find that two separate essays I'd been planning to write were actually the same. The first is about how to ace your Y Combinator interview. There has been so much nonsense written about this topic that I've been meaning for years to write something telling founders the truth. The second is about something politicians sometimes say � that the only way to become a billionaire is by exploiting people � and why this is mistaken. Keep reading, and you'll learn both simultaneously. I know the politicians are mistaken because it was my job to predict which people will become billionaires. I think I can truthfully say that I know as much about how to do this as anyone. If the key to becoming a billionaire � the defining feature of billionaires � was to exploit people, then I, as a professional billionaire scout, would surely realize this and look for people who would be good at it, just as an NFL scout looks for speed in wide receivers. But aptitude for exploiting people is not what Y Combinator looks for at all. In fact, it's the opposite of what they look for. I'll tell you what they do look for, by explaining how to convince Y Combinator to fund you, and you can see for yourself. What YC looks for, above all, is founders who understand some group of users and can make what they",native,234
,Learner Corpus (Non-Native),"Therefore, if the government decides to implement a ban on plastic bags, a significant controversy is highly probable. This essay will discuss the reasons why plastic bags should be prohibited. Plastic bags ought to be banned due to their detrimental effects on individual and societal health. During their production, toxic materials and chemicals are released into the atmosphere, contributing to airborne diseases. Furthermore, plastic bags pose a risk of choking and suffocation, particularly among children, potentially resulting in fatalities. Owing to their flexibility and thinness, they are easily torn, and even small fragments, if ingested, can become lodged in the throat or digestive tract, leading to serious health complications. Consequently, the widespread availability of plastic bags constitutes a significant health hazard to humanity and society.",non-native,121
,Learner Corpus (Non-Native),"Three of the main reasons plastic bags should be banned are, environmental damage, threat to human and animal lives and effects on climate change. To start, plastic bags have caused several threats to the lives of humans and animals. Numerous animals such as birds have been reported to die every year mainly because of plastic bags in their environment. Plastic bags not only have harmful effects on our natural habitats, but have also been found to be responsible for the death of many animals, mainly on account of the suffocation encountered on eating plastic bags. Again, infants and young children have also been reported to have lost their lives due to plastic bags. Since plastic bags are thin and airtight too, children often end up blocking their mouths and nostrils with plastic bags. In case they are not seen by an adult, this could lead to suffocation and in some cases lead to death.",non-native,195
,Learner Corpus (Non-Native),"Banning plastics is going to preserve the lives of both humans and animals, and make our environment free of non- biodegradable wastes. UGCD-14 In our daily life, we cannot do away with goods hence calls for the selling and buying of goods. Plastic as a substance is non-biodegradable and thus plastic bags remain in the environment for hundreds of years polluting it immensely. Many countries around the globe have either put a ban on plastic bags or Levi tax on it. This is the most common form of packaging used worldwide. However, plastic has been a source of revenue in some cases for some countries yet the problem plastic brought to bare hasn't been solved completely because the implementation of these measures hasn't been successful. There are numerous reasons the government of various countries have come up with strict measures to limit the use of plastic bags. Plastic bags have being a pollutant to land and water immensely, chemicals from plastic bags destroying soil fertility, posing danger to human life, plants and animals both on land and water.",non-native,142
,Learner Corpus (Non-Native),"The most common are inorganic dyes that are added to change the colour of plastic bags. Additionally, plastics in our digestive tract may affect absorption of some important trace elements (like iron) which we need for maintaining proper health. Plastic bags and plastic products overall contain substances that are harmful to our health. The most common are inorganic dyes that are added to change the colour of plastic bags. In conclusion, plastic bags should be banned as they disrupt the beautiful nature of our environment, are perilous to all life on the planet. There are many eco-friendly alternatives to plastic bags such as cloth bags which are also reusable. The ban on plastic bags would be most effective if the general public was made to know the adverse effects of using plastic bags through awareness campaign and the likes, We must keep reminding ourselves about the harmful effects of the plastic bags on our nature and keep a tab on their use.",non-native,187
,Native Professional/Academic Essay,"**Want to start a startup?** Get funded by [Y Combinator](http://ycombinator.com/apply.html). March 2009 A couple days ago I finally got being a good startup founder down to two words: relentlessly resourceful. Till then the best I'd managed was to get the opposite quality down to one: hapless. Most dictionaries say hapless means unlucky. But the dictionaries are not doing a very good job. A team that outplays its opponents but loses because of a bad decision by the referee could be called unlucky, but not hapless. Hapless implies passivity. To be hapless is to be battered by circumstances — to let the world have its way with you, instead of having your way with the world. [1] Unfortunately there's no antonym of hapless, which makes it difficult to tell founders what to aim for. ""Don't be hapless"" is not much of a rallying cry. It's not hard to express the quality we're looking for in metaphors. The best is probably a running back. A good running back is not merely determined, but flexible as well. They want to get downfield, but they adapt their plans on the fly. Unfortunately this is just a metaphor, and not a useful one to most people outside the US. ""Be like a running back"" is no better than ""Don't be hapless."" But finally I've figured out how to express this quality directly. I was writing a talk for [investors](angelinvesting.html), and I had to explain what to look for in founders. What would someone who was",native,209
,Native Professional/Academic Essay,"**Want to start a startup?** Get funded by [Y Combinator](http://ycombinator.com/apply.html). December 2010 Someone we funded is talking to VCs now, and asked me how common it was for a startup's founders to retain control of the board after a series A round. He said VCs told him this almost never happened. Ten years ago that was true. In the past, founders rarely kept control of the board through a series A. The traditional series A board consisted of two founders, two VCs, and one independent member. More recently the recipe is often one founder, one VC, and one independent. In either case the founders lose their majority. But not always. Mark Zuckerberg kept control of Facebook's board through the series A and still has it today. Mark Pincus has kept control of Zynga's too. But are these just outliers? How common is it for founders to keep control after an A round? I'd heard of several cases among the companies we've funded, but I wasn't sure how many there were, so I emailed the ycfounders list. The replies surprised me. In a dozen companies we've funded, the founders still had a majority of the board seats after the series A round. I feel like we're at a tipping point here. A lot of VCs still act as if founders retaining board control after a series A is unheard-of. A lot of them try to make you feel bad if you even ask — as if you're a noob or a",native,202
,Learner Corpus (Non-Native),"Nevertheless, Fumes are also reasons why plastic bags should to be banned. Since this plastic bags do not rot, they are been gathered and burnt and since they are made from chemical substances, they release toxic substances. When we breathe these substances in, they affect the respiratory system. Hence, causing harm to human health. To conclude, Plastic bags causes more harm than good to both humans and animals and therefore must be banned. UGCD-27 Plastic bags are materials made from polymers and petrochemicals, which for the past century has become mankind's greatest help regarding shopping and carrying goods and foodstuffs. Its production has been on the increase since the 20th century as a result of increased global demand. These portable and helpful bags have posed many challenges to mankind, and the ecosystem and therefore has to be banned. Non-biodegradable, harmful to wildlife and marine creatures and toxicity to human health are some reasons why plastic bags should be banned.",non-native,181
18.0,The significance of the moon landing,"The exploration of The significance of the moon landing has become a cornerstone of contemporary academic discourse. Historically, The significance of the moon landing has been influenced by a variety of social and economic factors. Observers note that the integration of The significance of the moon landing into daily life has changed how we perceive progress. Furthermore, the ethical considerations of The significance of the moon landing cannot be ignored in the pursuit of innovation. Ultimately, the evolution of The significance of the moon landing serves as a testament to human ingenuity and the constant drive for improvement.",ai,18
56.0,Impact of vaccines on global life expectancy,"The exploration of Impact of vaccines on global life expectancy has become a cornerstone of contemporary academic discourse. Advancements in technology have drastically altered the landscape of Impact of vaccines on global life expectancy. While some argue that Impact of vaccines on global life expectancy brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes Impact of vaccines on global life expectancy one of the most debated subjects of our time. In conclusion, Impact of vaccines on global life expectancy will continue to shape our future in ways we are only beginning to understand.",ai,56
,Native Professional/Academic Essay,"December 2008 A few months ago I read a _New York Times_ article on South Korean cram schools that said > Admission to the right university can make or break an ambitious young South > Korean. A parent added: > ""In our country, college entrance exams determine 70 to 80 percent of a > person's future."" It was striking how old fashioned this sounded. And yet when I was in high school it wouldn't have seemed too far off as a description of the US. Which means things must have been changing here. The course of people's lives in the US now seems to be determined less by credentials and more by performance than it was 25 years ago. Where you go to college still matters, but not like it used to. What happened? _____ Judging people by their academic credentials was in its time an advance. The practice seems to have begun in China, where starting in 587 candidates for the imperial civil service had to take an exam on classical literature. [1] It was also a test of wealth, because the knowledge it tested was so specialized that passing required years of expensive training. But though wealth was a necessary condition for passing, it was not a sufficient one. By the standards of the rest of the world in 587, the Chinese system was very enlightened. Europeans didn't introduce formal civil service exams till the nineteenth century, and even then they seem to have been influenced by the",native,203
,Learner Corpus (Non-Native),"Plastic bags remain in their present forms in the soil or water even after several years of disposal. Being cheap and convenient, it has managed to creep into every household and has become an inevitable component in our lives. It has come to a world-wide realization that plastic bags are causing more harm than good and therefore needs to be banned. Instead of making our lives easy, these plastic bags have become the root cause of various issues such as environmental pollution and illness in humans and animals. Discussed below are some reasons for which plastic bags should be banned. First of all, plastic bags are harmful to wildlife, marine life and human health. Birds, mammals and aquatic animals often mistaken the plastic bag and other plastic materials for food and consume them. Once these plastic bags are consumed, the digestive system of animals gets congested leading to the development of health infections and death when there is suffocation.",non-native,166
46.0,The role of teachers in the age of Google,"To understand the current state of our world, one must examine the nuances of The role of teachers in the age of Google. Historically, The role of teachers in the age of Google has been influenced by a variety of social and economic factors. Observers note that the integration of The role of teachers in the age of Google into daily life has changed how we perceive progress. Furthermore, the ethical considerations of The role of teachers in the age of Google cannot be ignored in the pursuit of innovation. As we look ahead, the lessons learned from The role of teachers in the age of Google will be vital for sustainable global development.",ai,46
10.0,Pros and cons of universal basic income,"To understand the current state of our world, one must examine the nuances of Pros and cons of universal basic income. Advancements in technology have drastically altered the landscape of Pros and cons of universal basic income. While some argue that Pros and cons of universal basic income brings unprecedented benefits, others remain cautious of its long-term effects. This duality makes Pros and cons of universal basic income one of the most debated subjects of our time. Ultimately, the evolution of Pros and cons of universal basic income serves as a testament to human ingenuity and the constant drive for improvement. As stated in the correspondence with research.team@lab.edu, these findings are preliminary.",ai,10
,Native Professional/Academic Essay,"September 2004 _(This essay is derived from an invited talk at ICFP 2004.)_ I had a front row seat for the Internet Bubble, because I worked at Yahoo during 1998 and 1999. One day, when the stock was trading around $200, I sat down and calculated what I thought the price should be. The answer I got was $12. I went to the next cubicle and told my friend Trevor. ""Twelve!"" he said. He tried to sound indignant, but he didn't quite manage it. He knew as well as I did that our valuation was crazy. Yahoo was a special case. It was not just our price to earnings ratio that was bogus. Half our earnings were too. Not in the Enron way, of course. The finance guys seemed scrupulous about reporting earnings. What made our earnings bogus was that Yahoo was, in effect, the center of a Ponzi scheme. Investors looked at Yahoo's earnings and said to themselves, here is proof that Internet companies can make money. So they invested in new startups that promised to be the next Yahoo. And as soon as these startups got the money, what did they do with it? Buy millions of dollars worth of advertising on Yahoo to promote their brand. Result: a capital investment in a startup this quarter shows up as Yahoo earnings next quarter—stimulating another round of investments in startups. As in a Ponzi scheme, what seemed to be the returns of this system were simply the latest round",native,208
